Місто,Дата,Час,Вік,К-ть
Загвіздя,2021-02-16,2021-02-16 02:00:00,50-59,6
Загвіздя,2021-02-16,2021-02-16 05:00:00,50-59,6
Загвіздя,2021-02-16,2021-02-16 06:00:00,50-59,6
Загвіздя,2021-02-14,2021-02-14 15:00:00,15-19,6
Загвіздя,2021-02-07,2021-02-07 07:00:00,50-59,6
Загвіздя,2021-02-07,2021-02-07 12:00:00,15-19,6
Загвіздя,2021-02-05,2021-02-05 05:00:00,15-19,6
Загвіздя,2021-02-09,2021-02-09 21:00:00,50-59,6
Загвіздя,2021-02-10,2021-02-10 21:00:00,50-59,6
Загвіздя,2021-02-10,2021-02-10 22:00:00,15-19,6
Загвіздя,2021-02-09,2021-02-09 02:00:00,15-19,6
Загвіздя,2021-02-08,2021-02-08 02:00:00,15-19,6
Драгомирчани,2021-02-18,2021-02-18 14:00:00,15-19,6
Бурштин,2021-02-21,2021-02-21 19:00:00,40-49,6
Бурштин,2021-02-21,2021-02-21 21:00:00,40-49,6
Бурштин,2021-02-21,2021-02-21 18:00:00,40-49,6
Бурштин,2021-02-21,2021-02-21 07:00:00,50-59,6
Бурштин,2021-02-20,2021-02-20 15:00:00,15-19,6
Бурштин,2021-02-20,2021-02-20 21:00:00,50-59,6
Драгомирчани,2021-02-17,2021-02-17 20:00:00,15-19,6
Загвіздя,2021-02-20,2021-02-20 02:00:00,50-59,6
Загвіздя,2021-02-19,2021-02-19 23:00:00,15-19,6
Загвіздя,2021-02-20,2021-02-20 01:00:00,50-59,6
Загвіздя,2021-02-20,2021-02-20 06:00:00,15-19,6
Загвіздя,2021-02-20,2021-02-20 23:00:00,50-59,6
Загвіздя,2021-02-21,2021-02-21 00:00:00,40-49,6
Загвіздя,2021-02-18,2021-02-18 21:00:00,15-19,6
Загвіздя,2021-02-17,2021-02-17 06:00:00,15-19,6
Загвіздя,2021-02-18,2021-02-18 01:00:00,15-19,6
Загвіздя,2021-02-18,2021-02-18 22:00:00,50-59,6
Загвіздя,2021-02-18,2021-02-18 23:00:00,15-19,6
Загвіздя,2021-02-21,2021-02-21 11:00:00,15-19,6
Богородчани,2021-02-07,2021-02-07 00:00:00,50-59,6
Богородчани,2021-02-07,2021-02-07 00:00:00,40-49,6
Бурштин,2021-02-09,2021-02-09 21:00:00,15-19,6
Богородчани,2021-02-07,2021-02-07 06:00:00,40-49,6
Богородчани,2021-02-07,2021-02-07 05:00:00,50-59,6
Бурштин,2021-02-10,2021-02-10 00:00:00,50-59,6
Бурштин,2021-02-10,2021-02-10 04:00:00,50-59,6
Бурштин,2021-02-09,2021-02-09 06:00:00,40-49,6
Богородчани,2021-02-06,2021-02-06 12:00:00,15-19,6
Богородчани,2021-02-06,2021-02-06 10:00:00,15-19,6
Бурштин,2021-02-09,2021-02-09 06:00:00,50-59,6
Драгомирчани,2021-02-14,2021-02-14 02:00:00,40-49,6
Бурштин,2021-02-09,2021-02-09 06:00:00,15-19,6
Бурштин,2021-02-09,2021-02-09 15:00:00,15-19,6
Бурштин,2021-02-09,2021-02-09 12:00:00,15-19,6
Богородчани,2021-02-06,2021-02-06 17:00:00,15-19,6
Бурштин,2021-02-09,2021-02-09 11:00:00,15-19,6
Богородчани,2021-02-06,2021-02-06 18:00:00,15-19,6
Богородчани,2021-02-09,2021-02-09 21:00:00,15-19,6
Богородчани,2021-02-09,2021-02-09 18:00:00,15-19,6
Богородчани,2021-02-09,2021-02-09 05:00:00,50-59,6
Богородчани,2021-02-09,2021-02-09 22:00:00,50-59,6
Драгомирчани,2021-02-14,2021-02-14 06:00:00,40-49,6
Драгомирчани,2021-02-14,2021-02-14 05:00:00,40-49,6
Драгомирчани,2021-02-03,2021-02-03 03:00:00,20-29,6
Богородчани,2021-02-08,2021-02-08 06:00:00,50-59,6
Бурштин,2021-02-10,2021-02-10 08:00:00,15-19,6
Бурштин,2021-02-10,2021-02-10 07:00:00,15-19,6
Богородчани,2021-02-08,2021-02-08 19:00:00,15-19,6
Богородчани,2021-02-08,2021-02-08 21:00:00,40-49,6
Богородчани,2021-02-08,2021-02-08 20:00:00,40-49,6
Бурштин,2021-02-10,2021-02-10 14:00:00,15-19,6
Драгомирчани,2021-02-03,2021-02-03 10:00:00,15-19,6
Бурштин,2021-02-07,2021-02-07 08:00:00,50-59,6
Богородчани,2021-02-03,2021-02-03 18:00:00,15-19,6
Бурштин,2021-02-07,2021-02-07 07:00:00,50-59,6
Драгомирчани,2021-02-04,2021-02-04 03:00:00,40-49,6
Бурштин,2021-02-06,2021-02-06 04:00:00,50-59,6
Богородчани,2021-02-02,2021-02-02 22:00:00,50-59,6
Бурштин,2021-02-06,2021-02-06 20:00:00,40-49,6
Бурштин,2021-02-06,2021-02-06 10:00:00,15-19,6
Богородчани,2021-02-02,2021-02-02 16:00:00,15-19,6
Драгомирчани,2021-02-04,2021-02-04 01:00:00,40-49,6
Бурштин,2021-02-08,2021-02-08 06:00:00,50-59,6
Бурштин,2021-02-08,2021-02-08 21:00:00,15-19,6
Бурштин,2021-02-08,2021-02-08 11:00:00,15-19,6
Богородчани,2021-02-05,2021-02-05 21:00:00,15-19,6
Богородчани,2021-02-05,2021-02-05 12:00:00,15-19,6
Бурштин,2021-02-09,2021-02-09 00:00:00,50-59,6
Бурштин,2021-02-08,2021-02-08 05:00:00,50-59,6
Драгомирчани,2021-02-03,2021-02-03 14:00:00,15-19,6
Бурштин,2021-02-07,2021-02-07 20:00:00,50-59,6
Драгомирчани,2021-02-03,2021-02-03 18:00:00,15-19,6
Богородчани,2021-02-14,2021-02-14 13:00:00,15-19,6
Богородчани,2021-02-14,2021-02-14 11:00:00,15-19,6
Богородчани,2021-02-14,2021-02-14 09:00:00,40-49,6
Богородчани,2021-02-14,2021-02-14 07:00:00,50-59,6
Богородчани,2021-02-14,2021-02-14 22:00:00,15-19,6
Богородчани,2021-02-13,2021-02-13 19:00:00,15-19,6
Богородчани,2021-02-13,2021-02-13 16:00:00,15-19,6
Богородчани,2021-02-13,2021-02-13 13:00:00,15-19,6
Бурштин,2021-02-13,2021-02-13 23:00:00,50-59,6
Богородчани,2021-02-14,2021-02-14 05:00:00,40-49,6
Драгомирчани,2021-02-15,2021-02-15 04:00:00,40-49,6
Богородчани,2021-02-14,2021-02-14 02:00:00,15-19,6
Богородчани,2021-02-17,2021-02-17 01:00:00,50-59,6
Богородчани,2021-02-16,2021-02-16 21:00:00,50-59,6
Богородчани,2021-02-16,2021-02-16 15:00:00,15-19,6
Богородчани,2021-02-17,2021-02-17 15:00:00,15-19,6
Бурштин,2021-02-14,2021-02-14 22:00:00,40-49,6
Бурштин,2021-02-14,2021-02-14 12:00:00,15-19,6
Богородчани,2021-02-15,2021-02-15 15:00:00,15-19,6
Бурштин,2021-02-14,2021-02-14 16:00:00,15-19,6
Богородчани,2021-02-15,2021-02-15 21:00:00,50-59,6
Драгомирчани,2021-02-03,2021-02-03 02:00:00,20-29,6
Бурштин,2021-02-12,2021-02-12 11:00:00,15-19,6
Драгомирчани,2021-02-02,2021-02-02 19:00:00,15-19,6
Богородчани,2021-02-11,2021-02-11 19:00:00,15-19,6
Богородчани,2021-02-11,2021-02-11 17:00:00,15-19,6
Бурштин,2021-02-12,2021-02-12 12:00:00,15-19,6
Богородчани,2021-02-11,2021-02-11 12:00:00,15-19,6
Бурштин,2021-02-11,2021-02-11 23:00:00,15-19,6
Бурштин,2021-02-11,2021-02-11 22:00:00,40-49,6
Бурштин,2021-02-11,2021-02-11 21:00:00,40-49,6
Богородчани,2021-02-10,2021-02-10 07:00:00,40-49,6
Бурштин,2021-02-11,2021-02-11 16:00:00,15-19,6
Богородчани,2021-02-11,2021-02-11 02:00:00,50-59,6
Богородчани,2021-02-10,2021-02-10 22:00:00,50-59,6
Бурштин,2021-02-12,2021-02-12 02:00:00,15-19,6
Богородчани,2021-02-10,2021-02-10 21:00:00,15-19,6
Бурштин,2021-02-12,2021-02-12 01:00:00,50-59,6
Драгомирчани,2021-02-02,2021-02-02 05:00:00,20-29,6
Богородчани,2021-02-12,2021-02-12 23:00:00,50-59,6
Богородчани,2021-02-12,2021-02-12 22:00:00,50-59,6
Бурштин,2021-02-13,2021-02-13 22:00:00,40-49,6
Богородчани,2021-02-13,2021-02-13 03:00:00,15-19,6
Драгомирчани,2021-02-02,2021-02-02 13:00:00,15-19,6
Драгомирчани,2021-02-02,2021-02-02 16:00:00,15-19,6
Бурштин,2021-02-13,2021-02-13 16:00:00,15-19,6
Драгомирчани,2021-02-02,2021-02-02 10:00:00,15-19,6
Богородчани,2021-02-12,2021-02-12 11:00:00,15-19,6
Бурштин,2021-02-13,2021-02-13 14:00:00,15-19,6
Братківці,2021-02-12,2021-02-12 21:00:00,40-49,6
Братківці,2021-02-12,2021-02-12 21:00:00,15-19,6
Братківці,2021-02-12,2021-02-12 05:00:00,50-59,6
Братківці,2021-02-12,2021-02-12 22:00:00,40-49,6
Братківці,2021-02-13,2021-02-13 11:00:00,15-19,6
Братківці,2021-02-13,2021-02-13 07:00:00,50-59,6
Братківці,2021-02-14,2021-02-14 00:00:00,15-19,6
Братківці,2021-02-13,2021-02-13 05:00:00,50-59,6
Братківці,2021-02-10,2021-02-10 21:00:00,40-49,6
Братківці,2021-02-10,2021-02-10 21:00:00,15-19,6
Братківці,2021-02-10,2021-02-10 17:00:00,15-19,6
Братківці,2021-02-10,2021-02-10 21:00:00,50-59,6
Братківці,2021-02-11,2021-02-11 05:00:00,50-59,6
Братківці,2021-02-11,2021-02-11 11:00:00,15-19,6
Братківці,2021-02-11,2021-02-11 10:00:00,15-19,6
Братківці,2021-02-11,2021-02-11 09:00:00,15-19,6
Братківці,2021-02-11,2021-02-11 08:00:00,15-19,6
Братківці,2021-02-17,2021-02-17 20:00:00,50-59,6
Братківці,2021-02-17,2021-02-17 18:00:00,15-19,6
Братківці,2021-02-17,2021-02-17 06:00:00,50-59,6
Братківці,2021-02-16,2021-02-16 05:00:00,50-59,6
Братківці,2021-02-18,2021-02-18 19:00:00,15-19,6
Братківці,2021-02-18,2021-02-18 12:00:00,15-19,6
Братківці,2021-02-18,2021-02-18 00:00:00,50-59,6
Братківці,2021-02-14,2021-02-14 08:00:00,40-49,6
Братківці,2021-02-14,2021-02-14 21:00:00,40-49,6
Братківці,2021-02-14,2021-02-14 01:00:00,15-19,6
Братківці,2021-02-14,2021-02-14 04:00:00,50-59,6
Братківці,2021-02-15,2021-02-15 04:00:00,50-59,6
Братківці,2021-02-10,2021-02-10 07:00:00,15-19,6
Братківці,2021-02-06,2021-02-06 23:00:00,50-59,6
Братківці,2021-02-07,2021-02-07 00:00:00,15-19,6
Братківці,2021-02-02,2021-02-02 00:00:00,15-19,6
Братківці,2021-02-06,2021-02-06 18:00:00,15-19,6
Братківці,2021-02-02,2021-02-02 06:00:00,50-59,6
Братківці,2021-02-02,2021-02-02 08:00:00,15-19,6
Братківці,2021-02-01,2021-02-01 07:00:00,15-19,6
Братківці,2021-02-01,2021-02-01 02:00:00,15-19,6
Братківці,2021-02-07,2021-02-07 20:00:00,40-49,6
Братківці,2021-02-01,2021-02-01 14:00:00,15-19,6
Братківці,2021-02-04,2021-02-04 00:00:00,40-49,6
Братківці,2021-02-03,2021-02-03 21:00:00,50-59,6
Братківці,2021-02-04,2021-02-04 20:00:00,15-19,6
Братківці,2021-02-04,2021-02-04 08:00:00,15-19,6
Братківці,2021-02-04,2021-02-04 02:00:00,40-49,6
Братківці,2021-02-04,2021-02-04 04:00:00,40-49,6
Братківці,2021-02-04,2021-02-04 06:00:00,50-59,6
Братківці,2021-02-05,2021-02-05 22:00:00,50-59,6
Братківці,2021-02-05,2021-02-05 23:00:00,50-59,6
Братківці,2021-02-06,2021-02-06 09:00:00,15-19,6
Братківці,2021-02-06,2021-02-06 05:00:00,50-59,6
Братківці,2021-02-05,2021-02-05 15:00:00,15-19,6
Братківці,2021-02-03,2021-02-03 11:00:00,15-19,6
Братківці,2021-02-05,2021-02-05 05:00:00,50-59,6
Братківці,2021-02-03,2021-02-03 05:00:00,50-59,6
Братківці,2021-02-09,2021-02-09 11:00:00,15-19,6
Братківці,2021-02-09,2021-02-09 12:00:00,15-19,6
Братківці,2021-02-09,2021-02-09 20:00:00,40-49,6
Братківці,2021-02-09,2021-02-09 05:00:00,50-59,6
Братківці,2021-02-09,2021-02-09 07:00:00,15-19,6
Братківці,2021-02-09,2021-02-09 06:00:00,50-59,6
Братківці,2021-02-08,2021-02-08 06:00:00,50-59,6
Братківці,2021-02-08,2021-02-08 10:00:00,15-19,6
Братківці,2021-02-08,2021-02-08 07:00:00,15-19,6
Братківці,2021-02-07,2021-02-07 22:00:00,50-59,6
Братківці,2021-02-09,2021-02-09 04:00:00,50-59,6
Братківці,2021-02-08,2021-02-08 20:00:00,40-49,6
Братківці,2021-02-08,2021-02-08 22:00:00,50-59,6
Братківці,2021-02-21,2021-02-21 07:00:00,40-49,6
Братківці,2021-02-21,2021-02-21 14:00:00,15-19,6
Братківці,2021-02-21,2021-02-21 22:00:00,50-59,6
Братківці,2021-02-20,2021-02-20 23:00:00,40-49,6
Братківці,2021-02-20,2021-02-20 23:00:00,50-59,6
Братківці,2021-02-20,2021-02-20 21:00:00,40-49,6
Богородчани,2021-02-12,2021-02-12 21:00:00,40-49,5
Калуш,2021-02-20,2021-02-20 12:00:00,15-19,5
Богородчани,2021-02-13,2021-02-13 00:00:00,50-59,5
Братківці,2021-02-08,2021-02-08 08:00:00,15-19,5
Калуш,2021-02-19,2021-02-19 23:00:00,15-19,5
Богородчани,2021-02-13,2021-02-13 07:00:00,40-49,5
Богородчани,2021-02-13,2021-02-13 05:00:00,50-59,5
Угринів,2021-02-10,2021-02-10 01:00:00,50-59,5
Богородчани,2021-02-12,2021-02-12 19:00:00,15-19,5
Калуш,2021-02-21,2021-02-21 17:00:00,15-19,5
Калуш,2021-02-21,2021-02-21 04:00:00,40-49,5
Богородчани,2021-02-13,2021-02-13 12:00:00,15-19,5
Драгомирчани,2021-02-02,2021-02-02 06:00:00,40-49,5
Братківці,2021-02-19,2021-02-19 13:00:00,15-19,5
Калуш,2021-02-21,2021-02-21 00:00:00,50-59,5
Калуш,2021-02-21,2021-02-21 00:00:00,40-49,5
Калуш,2021-02-20,2021-02-20 23:00:00,40-49,5
Драгомирчани,2021-02-02,2021-02-02 09:00:00,15-19,5
Калуш,2021-02-20,2021-02-20 23:00:00,15-19,5
Калуш,2021-02-20,2021-02-20 22:00:00,50-59,5
Калуш,2021-02-16,2021-02-16 01:00:00,15-19,5
Братківці,2021-02-18,2021-02-18 06:00:00,40-49,5
Богородчани,2021-02-14,2021-02-14 21:00:00,40-49,5
Ямниця,2021-02-12,2021-02-12 09:00:00,15-19,5
Угринів,2021-02-07,2021-02-07 03:00:00,50-59,5
Богородчани,2021-02-14,2021-02-14 21:00:00,50-59,5
Калуш,2021-02-15,2021-02-15 20:00:00,15-19,5
Калуш,2021-02-15,2021-02-15 18:00:00,15-19,5
Калуш,2021-02-16,2021-02-16 05:00:00,15-19,5
Угринів,2021-02-07,2021-02-07 04:00:00,50-59,5
Калуш,2021-02-16,2021-02-16 04:00:00,15-19,5
Калуш,2021-02-16,2021-02-16 03:00:00,40-49,5
Калуш,2021-02-16,2021-02-16 03:00:00,15-19,5
Ямниця,2021-02-20,2021-02-20 19:00:00,50-59,5
Ямниця,2021-02-12,2021-02-12 04:00:00,40-49,5
Калуш,2021-02-15,2021-02-15 17:00:00,15-19,5
Калуш,2021-02-15,2021-02-15 06:00:00,15-19,5
Богородчани,2021-02-14,2021-02-14 23:00:00,15-19,5
Богородчани,2021-02-15,2021-02-15 00:00:00,50-59,5
Богородчани,2021-02-15,2021-02-15 01:00:00,50-59,5
Угринів,2021-02-07,2021-02-07 02:00:00,50-59,5
Богородчани,2021-02-15,2021-02-15 02:00:00,50-59,5
Богородчани,2021-02-14,2021-02-14 10:00:00,40-49,5
Калуш,2021-02-19,2021-02-19 18:00:00,15-19,5
Богородчани,2021-02-14,2021-02-14 00:00:00,15-19,5
Черніїв,2021-02-17,2021-02-17 09:00:00,15-19,5
Угринів,2021-02-09,2021-02-09 03:00:00,50-59,5
Ямниця,2021-02-20,2021-02-20 18:00:00,15-19,5
Братківці,2021-02-07,2021-02-07 21:00:00,40-49,5
Угринів,2021-02-10,2021-02-10 02:00:00,50-59,5
Богородчани,2021-02-12,2021-02-12 01:00:00,50-59,5
Богородчани,2021-02-09,2021-02-09 20:00:00,15-19,5
Богородчани,2021-02-09,2021-02-09 02:00:00,50-59,5
Богородчани,2021-02-09,2021-02-09 03:00:00,50-59,5
Драгомирчани,2021-02-03,2021-02-03 04:00:00,40-49,5
Угринів,2021-02-09,2021-02-09 02:00:00,50-59,5
Богородчани,2021-02-09,2021-02-09 04:00:00,50-59,5
Братківці,2021-02-09,2021-02-09 06:00:00,40-49,5
Угринів,2021-02-09,2021-02-09 05:00:00,50-59,5
Драгомирчани,2021-02-03,2021-02-03 03:00:00,40-49,5
Богородчани,2021-02-09,2021-02-09 22:00:00,15-19,5
Богородчани,2021-02-07,2021-02-07 11:00:00,15-19,5
Богородчани,2021-02-07,2021-02-07 12:00:00,40-49,5
Богородчани,2021-02-07,2021-02-07 17:00:00,15-19,5
Богородчани,2021-02-08,2021-02-08 00:00:00,50-59,5
Богородчани,2021-02-07,2021-02-07 08:00:00,50-59,5
Богородчани,2021-02-07,2021-02-07 06:00:00,50-59,5
Драгомирчани,2021-02-06,2021-02-06 06:00:00,40-49,5
Богородчани,2021-02-09,2021-02-09 00:00:00,50-59,5
Драгомирчани,2021-02-08,2021-02-08 04:00:00,40-49,5
Драгомирчани,2021-02-03,2021-02-03 02:00:00,40-49,5
Черніїв,2021-02-17,2021-02-17 07:00:00,15-19,5
Богородчани,2021-02-11,2021-02-11 06:00:00,50-59,5
Братківці,2021-02-09,2021-02-09 02:00:00,50-59,5
Богородчани,2021-02-11,2021-02-11 23:00:00,50-59,5
Братківці,2021-02-08,2021-02-08 23:00:00,50-59,5
Богородчани,2021-02-12,2021-02-12 00:00:00,40-49,5
Драгомирчани,2021-02-02,2021-02-02 21:00:00,15-19,5
Драгомирчани,2021-02-02,2021-02-02 20:00:00,15-19,5
Богородчани,2021-02-11,2021-02-11 22:00:00,15-19,5
Калуш,2021-02-21,2021-02-21 23:00:00,15-19,5
Братківці,2021-02-09,2021-02-09 00:00:00,50-59,5
Калуш,2021-02-21,2021-02-21 19:00:00,15-19,5
Богородчани,2021-02-10,2021-02-10 02:00:00,50-59,5
Богородчани,2021-02-10,2021-02-10 03:00:00,50-59,5
Братківці,2021-02-18,2021-02-18 01:00:00,50-59,5
Угринів,2021-02-14,2021-02-14 00:00:00,15-19,5
Ямниця,2021-02-10,2021-02-10 00:00:00,50-59,5
Ямниця,2021-02-10,2021-02-10 03:00:00,40-49,5
Калуш,2021-02-11,2021-02-11 06:00:00,15-19,5
Драгомирчани,2021-02-01,2021-02-01 10:00:00,15-19,5
Братківці,2021-02-05,2021-02-05 03:00:00,50-59,5
Калуш,2021-02-11,2021-02-11 23:00:00,50-59,5
Калуш,2021-02-12,2021-02-12 02:00:00,40-49,5
Богородчани,2021-02-21,2021-02-21 21:00:00,40-49,5
Богородчани,2021-02-21,2021-02-21 21:00:00,50-59,5
Угринів,2021-02-14,2021-02-14 04:00:00,50-59,5
Калуш,2021-02-12,2021-02-12 01:00:00,40-49,5
Калуш,2021-02-12,2021-02-12 00:00:00,50-59,5
Богородчани,2021-02-21,2021-02-21 14:00:00,15-19,5
Драгомирчани,2021-02-07,2021-02-07 00:00:00,40-49,5
Калуш,2021-02-09,2021-02-09 06:00:00,40-49,5
Черніїв,2021-02-21,2021-02-21 09:00:00,15-19,5
Черніїв,2021-02-16,2021-02-16 06:00:00,50-59,5
Братківці,2021-02-04,2021-02-04 23:00:00,50-59,5
Калуш,2021-02-09,2021-02-09 03:00:00,15-19,5
Братківці,2021-02-04,2021-02-04 22:00:00,40-49,5
Калуш,2021-02-11,2021-02-11 00:00:00,40-49,5
Калуш,2021-02-11,2021-02-11 02:00:00,40-49,5
Ямниця,2021-02-21,2021-02-21 10:00:00,15-19,5
Братківці,2021-02-05,2021-02-05 00:00:00,50-59,5
Калуш,2021-02-10,2021-02-10 07:00:00,50-59,5
Братківці,2021-02-05,2021-02-05 01:00:00,50-59,5
Богородчани,2021-02-17,2021-02-17 05:00:00,50-59,5
Братківці,2021-02-07,2021-02-07 01:00:00,15-19,5
Богородчани,2021-02-17,2021-02-17 00:00:00,50-59,5
Драгомирчани,2021-02-08,2021-02-08 11:00:00,15-19,5
Богородчани,2021-02-18,2021-02-18 01:00:00,15-19,5
Братківці,2021-02-06,2021-02-06 22:00:00,50-59,5
Угринів,2021-02-14,2021-02-14 03:00:00,15-19,5
Богородчани,2021-02-17,2021-02-17 13:00:00,15-19,5
Богородчани,2021-02-17,2021-02-17 18:00:00,15-19,5
Богородчани,2021-02-17,2021-02-17 23:00:00,15-19,5
Калуш,2021-02-15,2021-02-15 00:00:00,40-49,5
Калуш,2021-02-14,2021-02-14 19:00:00,15-19,5
Богородчани,2021-02-15,2021-02-15 16:00:00,15-19,5
Угринів,2021-02-07,2021-02-07 00:00:00,50-59,5
Братківці,2021-02-07,2021-02-07 04:00:00,50-59,5
Ямниця,2021-02-12,2021-02-12 01:00:00,50-59,5
Угринів,2021-02-07,2021-02-07 01:00:00,15-19,5
Калуш,2021-02-14,2021-02-14 18:00:00,15-19,5
Калуш,2021-02-14,2021-02-14 07:00:00,50-59,5
Богородчани,2021-02-16,2021-02-16 19:00:00,15-19,5
Калуш,2021-02-14,2021-02-14 10:00:00,50-59,5
Драгомирчани,2021-02-02,2021-02-02 03:00:00,20-29,5
Черніїв,2021-02-02,2021-02-02 18:00:00,15-19,5
Братківці,2021-02-06,2021-02-06 06:00:00,50-59,5
Богородчани,2021-02-19,2021-02-19 13:00:00,15-19,5
Богородчани,2021-02-18,2021-02-18 22:00:00,40-49,5
Драгомирчани,2021-02-01,2021-02-01 16:00:00,15-19,5
Богородчани,2021-02-19,2021-02-19 00:00:00,15-19,5
Богородчани,2021-02-20,2021-02-20 03:00:00,40-49,5
Калуш,2021-02-12,2021-02-12 19:00:00,15-19,5
Калуш,2021-02-12,2021-02-12 18:00:00,15-19,5
Калуш,2021-02-12,2021-02-12 05:00:00,40-49,5
Братківці,2021-02-18,2021-02-18 23:00:00,40-49,5
Калуш,2021-02-13,2021-02-13 23:00:00,50-59,5
Черніїв,2021-02-17,2021-02-17 13:00:00,15-19,5
Калуш,2021-02-13,2021-02-13 19:00:00,50-59,5
Драгомирчани,2021-02-05,2021-02-05 00:00:00,40-49,5
Ямниця,2021-02-17,2021-02-17 12:00:00,15-19,5
Ямниця,2021-02-17,2021-02-17 13:00:00,15-19,5
Братківці,2021-02-13,2021-02-13 22:00:00,50-59,5
