Місто,Дата,Час,Вік,К-ть
Черніїв,2021-02-08,2021-02-08 19:00:00,15-19,6
Черніїв,2021-02-08,2021-02-08 12:00:00,15-19,6
Черніїв,2021-02-08,2021-02-08 05:00:00,50-59,6
Черніїв,2021-02-08,2021-02-08 01:00:00,15-19,6
Черніїв,2021-02-08,2021-02-08 00:00:00,50-59,6
Черніїв,2021-02-10,2021-02-10 08:00:00,15-19,6
Черніїв,2021-02-10,2021-02-10 07:00:00,15-19,6
Черніїв,2021-02-09,2021-02-09 09:00:00,15-19,6
Черніїв,2021-02-09,2021-02-09 03:00:00,50-59,6
Угринів,2021-02-19,2021-02-19 03:00:00,15-19,6
Угринів,2021-02-19,2021-02-19 01:00:00,50-59,6
Угринів,2021-02-19,2021-02-19 00:00:00,50-59,6
Угринів,2021-02-18,2021-02-18 05:00:00,50-59,6
Угринів,2021-02-18,2021-02-18 05:00:00,15-19,6
Угринів,2021-02-18,2021-02-18 04:00:00,15-19,6
Угринів,2021-02-17,2021-02-17 22:00:00,50-59,6
Угринів,2021-02-21,2021-02-21 05:00:00,15-19,6
Угринів,2021-02-21,2021-02-21 03:00:00,50-59,6
Угринів,2021-02-20,2021-02-20 02:00:00,50-59,6
Угринів,2021-02-03,2021-02-03 23:00:00,15-19,6
Угринів,2021-02-04,2021-02-04 05:00:00,50-59,6
Угринів,2021-02-04,2021-02-04 04:00:00,50-59,6
Угринів,2021-02-03,2021-02-03 05:00:00,15-19,6
Угринів,2021-02-03,2021-02-03 04:00:00,50-59,6
Угринів,2021-02-06,2021-02-06 04:00:00,50-59,6
Угринів,2021-02-06,2021-02-06 03:00:00,50-59,6
Угринів,2021-02-06,2021-02-06 02:00:00,50-59,6
Угринів,2021-02-05,2021-02-05 05:00:00,50-59,6
Угринів,2021-02-05,2021-02-05 02:00:00,50-59,6
Угринів,2021-02-05,2021-02-05 00:00:00,15-19,6
Угринів,2021-02-04,2021-02-04 23:00:00,15-19,6
Угринів,2021-02-03,2021-02-03 03:00:00,50-59,6
Угринів,2021-02-01,2021-02-01 00:00:00,15-19,6
Угринів,2021-02-03,2021-02-03 01:00:00,50-59,6
Угринів,2021-02-03,2021-02-03 00:00:00,50-59,6
Угринів,2021-02-02,2021-02-02 00:00:00,15-19,6
Угринів,2021-02-01,2021-02-01 23:00:00,50-59,6
Угринів,2021-02-06,2021-02-06 04:00:00,15-19,6
Угринів,2021-02-15,2021-02-15 00:00:00,15-19,6
Угринів,2021-02-14,2021-02-14 01:00:00,50-59,6
Угринів,2021-02-13,2021-02-13 02:00:00,15-19,6
Угринів,2021-02-13,2021-02-13 01:00:00,15-19,6
Угринів,2021-02-12,2021-02-12 23:00:00,15-19,6
Угринів,2021-02-16,2021-02-16 03:00:00,50-59,6
Угринів,2021-02-17,2021-02-17 00:00:00,15-19,6
Угринів,2021-02-16,2021-02-16 02:00:00,50-59,6
Угринів,2021-02-16,2021-02-16 00:00:00,50-59,6
Угринів,2021-02-15,2021-02-15 23:00:00,15-19,6
Угринів,2021-02-12,2021-02-12 04:00:00,15-19,6
Угринів,2021-02-09,2021-02-09 01:00:00,15-19,6
Угринів,2021-02-08,2021-02-08 02:00:00,15-19,6
Угринів,2021-02-08,2021-02-08 00:00:00,15-19,6
Угринів,2021-02-07,2021-02-07 03:00:00,15-19,6
Угринів,2021-02-07,2021-02-07 02:00:00,15-19,6
Угринів,2021-02-07,2021-02-07 01:00:00,50-59,6
Угринів,2021-02-06,2021-02-06 23:00:00,15-19,6
Угринів,2021-02-09,2021-02-09 04:00:00,15-19,6
Угринів,2021-02-12,2021-02-12 00:00:00,50-59,6
Угринів,2021-02-10,2021-02-10 01:00:00,15-19,6
Угринів,2021-02-10,2021-02-10 00:00:00,15-19,6
Надвірна,2021-02-18,2021-02-18 03:00:00,50-59,6
Надвірна,2021-02-17,2021-02-17 21:00:00,40-49,6
Надвірна,2021-02-18,2021-02-18 05:00:00,50-59,6
Надвірна,2021-02-18,2021-02-18 06:00:00,40-49,6
Надвірна,2021-02-16,2021-02-16 12:00:00,15-19,6
Надвірна,2021-02-16,2021-02-16 17:00:00,15-19,6
Надвірна,2021-02-16,2021-02-16 21:00:00,40-49,6
Надвірна,2021-02-19,2021-02-19 01:00:00,50-59,6
Надвірна,2021-02-21,2021-02-21 00:00:00,50-59,6
Надвірна,2021-02-21,2021-02-21 03:00:00,40-49,6
Надвірна,2021-02-21,2021-02-21 06:00:00,40-49,6
Надвірна,2021-02-21,2021-02-21 18:00:00,15-19,6
Надвірна,2021-02-21,2021-02-21 09:00:00,40-49,6
Надвірна,2021-02-21,2021-02-21 13:00:00,15-19,6
Надвірна,2021-02-19,2021-02-19 02:00:00,50-59,6
Надвірна,2021-02-19,2021-02-19 03:00:00,50-59,6
Надвірна,2021-02-19,2021-02-19 04:00:00,50-59,6
Надвірна,2021-02-19,2021-02-19 22:00:00,40-49,6
Надвірна,2021-02-20,2021-02-20 09:00:00,15-19,6
Надвірна,2021-02-20,2021-02-20 14:00:00,15-19,6
Надвірна,2021-02-19,2021-02-19 23:00:00,40-49,6
Надвірна,2021-02-20,2021-02-20 00:00:00,40-49,6
Надвірна,2021-02-20,2021-02-20 02:00:00,50-59,6
Надвірна,2021-02-20,2021-02-20 03:00:00,50-59,6
Надвірна,2021-02-10,2021-02-10 19:00:00,15-19,6
Надвірна,2021-02-10,2021-02-10 21:00:00,40-49,6
Надвірна,2021-02-10,2021-02-10 21:00:00,50-59,6
Надвірна,2021-02-10,2021-02-10 22:00:00,40-49,6
Надвірна,2021-02-08,2021-02-08 21:00:00,50-59,6
Надвірна,2021-02-08,2021-02-08 22:00:00,50-59,6
Надвірна,2021-02-08,2021-02-08 23:00:00,50-59,6
Надвірна,2021-02-09,2021-02-09 08:00:00,15-19,6
Надвірна,2021-02-09,2021-02-09 09:00:00,15-19,6
Надвірна,2021-02-08,2021-02-08 16:00:00,15-19,6
Надвірна,2021-02-08,2021-02-08 17:00:00,15-19,6
Надвірна,2021-02-09,2021-02-09 23:00:00,40-49,6
Надвірна,2021-02-09,2021-02-09 10:00:00,15-19,6
Надвірна,2021-02-09,2021-02-09 16:00:00,15-19,6
Надвірна,2021-02-14,2021-02-14 04:00:00,40-49,6
Надвірна,2021-02-14,2021-02-14 20:00:00,15-19,6
Надвірна,2021-02-13,2021-02-13 07:00:00,40-49,6
Надвірна,2021-02-12,2021-02-12 15:00:00,15-19,6
Тисмениця,2021-02-09,2021-02-09 22:00:00,50-59,6
Тисмениця,2021-02-08,2021-02-08 06:00:00,50-59,6
Тисмениця,2021-02-08,2021-02-08 04:00:00,30-39,6
Тисмениця,2021-02-07,2021-02-07 10:00:00,15-19,6
Тисмениця,2021-02-07,2021-02-07 03:00:00,15-19,6
Тисмениця,2021-02-11,2021-02-11 20:00:00,15-19,6
Тисмениця,2021-02-12,2021-02-12 02:00:00,40-49,6
Тисмениця,2021-02-12,2021-02-12 01:00:00,40-49,6
Тисмениця,2021-02-12,2021-02-12 04:00:00,40-49,6
Тисмениця,2021-02-12,2021-02-12 03:00:00,40-49,6
Тисмениця,2021-02-11,2021-02-11 06:00:00,40-49,6
Тисмениця,2021-02-10,2021-02-10 22:00:00,15-19,6
Тисмениця,2021-02-10,2021-02-10 19:00:00,15-19,6
Тисмениця,2021-02-07,2021-02-07 00:00:00,15-19,6
Тисмениця,2021-02-03,2021-02-03 07:00:00,15-19,6
Тисмениця,2021-02-03,2021-02-03 06:00:00,15-19,6
Тисмениця,2021-02-04,2021-02-04 06:00:00,50-59,6
Тисмениця,2021-02-06,2021-02-06 23:00:00,15-19,6
Тисмениця,2021-02-06,2021-02-06 03:00:00,50-59,6
Тисмениця,2021-02-06,2021-02-06 12:00:00,15-19,6
Тисмениця,2021-02-04,2021-02-04 23:00:00,15-19,6
Тисмениця,2021-02-04,2021-02-04 21:00:00,15-19,6
Тисмениця,2021-02-19,2021-02-19 06:00:00,50-59,6
Тисмениця,2021-02-19,2021-02-19 05:00:00,40-49,6
Тисмениця,2021-02-19,2021-02-19 04:00:00,40-49,6
Тисмениця,2021-02-17,2021-02-17 19:00:00,15-19,6
Тисмениця,2021-02-18,2021-02-18 10:00:00,15-19,6
Тисмениця,2021-02-21,2021-02-21 21:00:00,15-19,6
Тисмениця,2021-02-21,2021-02-21 15:00:00,15-19,6
Тисмениця,2021-02-21,2021-02-21 13:00:00,15-19,6
Тисмениця,2021-02-20,2021-02-20 08:00:00,15-19,6
Тисмениця,2021-02-20,2021-02-20 07:00:00,40-49,6
Тисмениця,2021-02-19,2021-02-19 23:00:00,15-19,6
Тисмениця,2021-02-13,2021-02-13 22:00:00,40-49,6
Тисмениця,2021-02-13,2021-02-13 21:00:00,50-59,6
Тисмениця,2021-02-14,2021-02-14 11:00:00,40-49,6
Тисмениця,2021-02-15,2021-02-15 06:00:00,15-19,6
Тисмениця,2021-02-14,2021-02-14 21:00:00,15-19,6
Тисмениця,2021-02-14,2021-02-14 19:00:00,50-59,6
Тисмениця,2021-02-13,2021-02-13 18:00:00,15-19,6
Тисмениця,2021-02-13,2021-02-13 01:00:00,40-49,6
Тисмениця,2021-02-13,2021-02-13 06:00:00,40-49,6
Тисмениця,2021-02-13,2021-02-13 00:00:00,40-49,6
Тисмениця,2021-02-13,2021-02-13 00:00:00,15-19,6
Тисмениця,2021-02-12,2021-02-12 21:00:00,50-59,6
Тисмениця,2021-02-13,2021-02-13 08:00:00,50-59,6
Тисмениця,2021-02-16,2021-02-16 20:00:00,15-19,6
Тисмениця,2021-02-17,2021-02-17 12:00:00,15-19,6
Тисмениця,2021-02-16,2021-02-16 21:00:00,50-59,6
Тисмениця,2021-02-16,2021-02-16 21:00:00,15-19,6
Тисмениця,2021-02-15,2021-02-15 21:00:00,15-19,6
Тисмениця,2021-02-16,2021-02-16 06:00:00,50-59,6
Крихівці,2021-02-02,2021-02-02 05:00:00,50-59,6
Крихівці,2021-02-04,2021-02-04 02:00:00,50-59,6
Крихівці,2021-02-01,2021-02-01 23:00:00,50-59,6
Крихівці,2021-02-04,2021-02-04 21:00:00,15-19,6
Крихівці,2021-02-07,2021-02-07 13:00:00,15-19,6
Крихівці,2021-02-07,2021-02-07 02:00:00,15-19,6
Крихівці,2021-02-07,2021-02-07 18:00:00,15-19,6
Крихівці,2021-02-08,2021-02-08 02:00:00,50-59,6
Крихівці,2021-02-09,2021-02-09 00:00:00,15-19,6
Крихівці,2021-02-09,2021-02-09 02:00:00,15-19,6
Крихівці,2021-02-07,2021-02-07 03:00:00,15-19,6
Крихівці,2021-02-06,2021-02-06 23:00:00,15-19,6
Крихівці,2021-02-06,2021-02-06 00:00:00,15-19,6
Крихівці,2021-02-06,2021-02-06 05:00:00,15-19,6
Крихівці,2021-02-09,2021-02-09 03:00:00,15-19,6
Крихівці,2021-02-18,2021-02-18 03:00:00,50-59,6
Крихівці,2021-02-19,2021-02-19 01:00:00,15-19,6
Крихівці,2021-02-17,2021-02-17 05:00:00,15-19,6
Крихівці,2021-02-19,2021-02-19 03:00:00,50-59,6
Крихівці,2021-02-17,2021-02-17 04:00:00,50-59,6
Крихівці,2021-02-16,2021-02-16 21:00:00,15-19,6
Крихівці,2021-02-17,2021-02-17 00:00:00,15-19,6
Крихівці,2021-02-17,2021-02-17 03:00:00,15-19,6
Крихівці,2021-02-09,2021-02-09 03:00:00,50-59,6
Крихівці,2021-02-21,2021-02-21 01:00:00,50-59,6
Крихівці,2021-02-20,2021-02-20 04:00:00,50-59,6
Крихівці,2021-02-20,2021-02-20 06:00:00,50-59,6
Крихівці,2021-02-21,2021-02-21 00:00:00,50-59,6
Крихівці,2021-02-21,2021-02-21 05:00:00,15-19,6
Крихівці,2021-02-21,2021-02-21 09:00:00,15-19,6
Крихівці,2021-02-16,2021-02-16 04:00:00,50-59,6
Крихівці,2021-02-16,2021-02-16 03:00:00,15-19,6
Крихівці,2021-02-16,2021-02-16 02:00:00,15-19,6
Крихівці,2021-02-10,2021-02-10 03:00:00,50-59,6
Крихівці,2021-02-10,2021-02-10 06:00:00,15-19,6
Крихівці,2021-02-10,2021-02-10 22:00:00,15-19,6
Крихівці,2021-02-10,2021-02-10 03:00:00,15-19,6
Крихівці,2021-02-10,2021-02-10 23:00:00,50-59,6
Крихівці,2021-02-11,2021-02-11 00:00:00,50-59,6
Крихівці,2021-02-11,2021-02-11 01:00:00,15-19,6
Крихівці,2021-02-16,2021-02-16 01:00:00,50-59,6
Крихівці,2021-02-09,2021-02-09 05:00:00,15-19,6
Крихівці,2021-02-09,2021-02-09 20:00:00,15-19,6
Крихівці,2021-02-09,2021-02-09 21:00:00,15-19,6
Крихівці,2021-02-10,2021-02-10 01:00:00,50-59,6
Крихівці,2021-02-10,2021-02-10 01:00:00,15-19,6
Крихівці,2021-02-11,2021-02-11 01:00:00,50-59,6
Крихівці,2021-02-11,2021-02-11 02:00:00,15-19,6
Крихівці,2021-02-15,2021-02-15 06:00:00,50-59,6
Крихівці,2021-02-15,2021-02-15 00:00:00,15-19,6
Крихівці,2021-02-15,2021-02-15 00:00:00,50-59,6
Крихівці,2021-02-15,2021-02-15 01:00:00,50-59,6
Крихівці,2021-02-15,2021-02-15 03:00:00,15-19,6
Крихівці,2021-02-15,2021-02-15 07:00:00,15-19,6
Крихівці,2021-02-14,2021-02-14 03:00:00,15-19,6
Крихівці,2021-02-14,2021-02-14 00:00:00,15-19,6
Крихівці,2021-02-13,2021-02-13 07:00:00,15-19,6
Крихівці,2021-02-13,2021-02-13 06:00:00,50-59,6
Крихівці,2021-02-13,2021-02-13 04:00:00,15-19,6
Крихівці,2021-02-13,2021-02-13 01:00:00,50-59,6
Крихівці,2021-02-12,2021-02-12 02:00:00,15-19,6
Крихівці,2021-02-11,2021-02-11 06:00:00,15-19,6
Крихівці,2021-02-11,2021-02-11 05:00:00,15-19,6
Крихівці,2021-02-11,2021-02-11 04:00:00,15-19,6
Драгомирчани,2021-02-20,2021-02-20 19:00:00,15-19,6
Драгомирчани,2021-02-20,2021-02-20 20:00:00,15-19,6
Загвіздя,2021-02-01,2021-02-01 23:00:00,50-59,6
Загвіздя,2021-02-02,2021-02-02 00:00:00,15-19,6
Загвіздя,2021-02-01,2021-02-01 22:00:00,50-59,6
Драгомирчани,2021-02-19,2021-02-19 06:00:00,40-49,6
Загвіздя,2021-02-01,2021-02-01 22:00:00,15-19,6
Драгомирчани,2021-02-19,2021-02-19 13:00:00,15-19,6
Загвіздя,2021-02-03,2021-02-03 00:00:00,15-19,6
Загвіздя,2021-02-04,2021-02-04 06:00:00,15-19,6
Загвіздя,2021-02-04,2021-02-04 00:00:00,15-19,6
Загвіздя,2021-02-03,2021-02-03 22:00:00,50-59,6
Загвіздя,2021-02-03,2021-02-03 22:00:00,15-19,6
Загвіздя,2021-02-03,2021-02-03 21:00:00,15-19,6
Драгомирчани,2021-02-20,2021-02-20 03:00:00,20-29,6
Загвіздя,2021-02-01,2021-02-01 00:00:00,15-19,6
Драгомирчани,2021-02-19,2021-02-19 23:00:00,40-49,6
Лисець,2021-02-05,2021-02-05 12:00:00,15-19,6
Драгомирчани,2021-02-10,2021-02-10 13:00:00,15-19,6
Лисець,2021-02-05,2021-02-05 22:00:00,40-49,6
Лисець,2021-02-04,2021-02-04 09:00:00,15-19,6
Драгомирчани,2021-02-05,2021-02-05 13:00:00,15-19,6
Драгомирчани,2021-02-05,2021-02-05 15:00:00,15-19,6
Лисець,2021-02-05,2021-02-05 23:00:00,15-19,6
Лисець,2021-02-08,2021-02-08 11:00:00,15-19,6
Лисець,2021-02-08,2021-02-08 12:00:00,15-19,6
Драгомирчани,2021-02-10,2021-02-10 15:00:00,15-19,6
Драгомирчани,2021-02-11,2021-02-11 02:00:00,20-29,6
Драгомирчани,2021-02-05,2021-02-05 04:00:00,20-29,6
Лисець,2021-02-06,2021-02-06 20:00:00,50-59,6
Лисець,2021-02-06,2021-02-06 22:00:00,50-59,6
Лисець,2021-02-07,2021-02-07 18:00:00,50-59,6
Лисець,2021-02-07,2021-02-07 08:00:00,50-59,6
Драгомирчани,2021-02-10,2021-02-10 14:00:00,15-19,6
Драгомирчани,2021-02-06,2021-02-06 01:00:00,40-49,6
Лисець,2021-02-01,2021-02-01 21:00:00,50-59,6
Драгомирчани,2021-02-06,2021-02-06 22:00:00,40-49,6
Драгомирчани,2021-02-10,2021-02-10 02:00:00,20-29,6
Лисець,2021-02-02,2021-02-02 09:00:00,15-19,6
Лисець,2021-02-02,2021-02-02 20:00:00,50-59,6
Драгомирчани,2021-02-10,2021-02-10 00:00:00,40-49,6
Лисець,2021-02-17,2021-02-17 21:00:00,40-49,6
Бурштин,2021-02-03,2021-02-03 23:00:00,15-19,6
Драгомирчани,2021-02-12,2021-02-12 02:00:00,40-49,6
Бурштин,2021-02-03,2021-02-03 07:00:00,40-49,6
Лисець,2021-02-18,2021-02-18 15:00:00,15-19,6
Лисець,2021-02-18,2021-02-18 14:00:00,15-19,6
Драгомирчани,2021-02-04,2021-02-04 22:00:00,50-59,6
Драгомирчани,2021-02-04,2021-02-04 23:00:00,40-49,6
Бурштин,2021-02-03,2021-02-03 03:00:00,50-59,6
Лисець,2021-02-16,2021-02-16 23:00:00,50-59,6
Лисець,2021-02-16,2021-02-16 07:00:00,50-59,6
Лисець,2021-02-19,2021-02-19 12:00:00,15-19,6
Лисець,2021-02-21,2021-02-21 21:00:00,15-19,6
Лисець,2021-02-21,2021-02-21 19:00:00,50-59,6
Богородчани,2021-02-01,2021-02-01 15:00:00,15-19,6
Богородчани,2021-02-01,2021-02-01 22:00:00,40-49,6
Драгомирчани,2021-02-13,2021-02-13 03:00:00,40-49,6
Бурштин,2021-02-05,2021-02-05 18:00:00,15-19,6
Лисець,2021-02-19,2021-02-19 21:00:00,15-19,6
Лисець,2021-02-20,2021-02-20 08:00:00,40-49,6
Бурштин,2021-02-04,2021-02-04 11:00:00,15-19,6
Бурштин,2021-02-04,2021-02-04 20:00:00,15-19,6
Лисець,2021-02-19,2021-02-19 22:00:00,40-49,6
Лисець,2021-02-20,2021-02-20 23:00:00,15-19,6
Лисець,2021-02-20,2021-02-20 15:00:00,15-19,6
Бурштин,2021-02-04,2021-02-04 22:00:00,40-49,6
Бурштин,2021-02-01,2021-02-01 10:00:00,15-19,6
Лисець,2021-02-12,2021-02-12 19:00:00,15-19,6
Лисець,2021-02-12,2021-02-12 11:00:00,15-19,6
Лисець,2021-02-12,2021-02-12 07:00:00,40-49,6
Драгомирчани,2021-02-11,2021-02-11 12:00:00,15-19,6
Лисець,2021-02-15,2021-02-15 00:00:00,15-19,6
Лисець,2021-02-09,2021-02-09 13:00:00,15-19,6
Лисець,2021-02-09,2021-02-09 08:00:00,15-19,6
Лисець,2021-02-10,2021-02-10 17:00:00,15-19,6
Лисець,2021-02-10,2021-02-10 10:00:00,15-19,6
Лисець,2021-02-10,2021-02-10 11:00:00,15-19,6
Бурштин,2021-02-02,2021-02-02 13:00:00,15-19,6
Бурштин,2021-02-02,2021-02-02 16:00:00,15-19,6
Лисець,2021-02-14,2021-02-14 19:00:00,40-49,6
Драгомирчани,2021-02-11,2021-02-11 22:00:00,40-49,6
Лисець,2021-02-14,2021-02-14 17:00:00,40-49,6
Бурштин,2021-02-02,2021-02-02 21:00:00,40-49,6
Бурштин,2021-02-02,2021-02-02 03:00:00,50-59,6
Драгомирчани,2021-02-11,2021-02-11 15:00:00,15-19,6
Калуш,2021-02-20,2021-02-20 21:00:00,40-49,6
Калуш,2021-02-20,2021-02-20 04:00:00,40-49,6
Калуш,2021-02-20,2021-02-20 02:00:00,15-19,6
Калуш,2021-02-20,2021-02-20 21:00:00,50-59,6
Калуш,2021-02-21,2021-02-21 01:00:00,40-49,6
Калуш,2021-02-21,2021-02-21 08:00:00,15-19,6
Калуш,2021-02-21,2021-02-21 07:00:00,40-49,6
Калуш,2021-02-20,2021-02-20 23:00:00,50-59,6
Драгомирчани,2021-02-09,2021-02-09 02:00:00,20-29,6
Калуш,2021-02-20,2021-02-20 00:00:00,15-19,6
Калуш,2021-02-21,2021-02-21 08:00:00,50-59,6
Калуш,2021-02-16,2021-02-16 05:00:00,40-49,6
Калуш,2021-02-16,2021-02-16 02:00:00,15-19,6
Калуш,2021-02-16,2021-02-16 14:00:00,15-19,6
Калуш,2021-02-16,2021-02-16 07:00:00,50-59,6
Калуш,2021-02-16,2021-02-16 19:00:00,15-19,6
Калуш,2021-02-18,2021-02-18 14:00:00,15-19,6
Калуш,2021-02-18,2021-02-18 05:00:00,40-49,6
Калуш,2021-02-16,2021-02-16 23:00:00,15-19,6
Калуш,2021-02-16,2021-02-16 22:00:00,40-49,6
Калуш,2021-02-21,2021-02-21 13:00:00,15-19,6
Драгомирчани,2021-02-08,2021-02-08 06:00:00,40-49,6
Драгомирчани,2021-02-08,2021-02-08 04:00:00,20-29,6
Калуш,2021-02-21,2021-02-21 21:00:00,50-59,6
Калуш,2021-02-15,2021-02-15 05:00:00,40-49,6
Калуш,2021-02-15,2021-02-15 04:00:00,40-49,6
Калуш,2021-02-05,2021-02-05 20:00:00,15-19,6
Калуш,2021-02-11,2021-02-11 05:00:00,15-19,6
Калуш,2021-02-05,2021-02-05 22:00:00,15-19,6
Калуш,2021-02-06,2021-02-06 02:00:00,40-49,6
Калуш,2021-02-06,2021-02-06 06:00:00,40-49,6
Калуш,2021-02-05,2021-02-05 04:00:00,40-49,6
Калуш,2021-02-06,2021-02-06 07:00:00,40-49,6
Калуш,2021-02-04,2021-02-04 06:00:00,40-49,6
Калуш,2021-02-04,2021-02-04 00:00:00,15-19,6
Калуш,2021-02-12,2021-02-12 04:00:00,40-49,6
Калуш,2021-02-04,2021-02-04 03:00:00,40-49,6
Калуш,2021-02-04,2021-02-04 04:00:00,40-49,6
Калуш,2021-02-04,2021-02-04 06:00:00,15-19,6
Калуш,2021-02-04,2021-02-04 21:00:00,15-19,6
Калуш,2021-02-05,2021-02-05 00:00:00,15-19,6
Калуш,2021-02-05,2021-02-05 01:00:00,40-49,6
Калуш,2021-02-06,2021-02-06 07:00:00,15-19,6
Калуш,2021-02-08,2021-02-08 00:00:00,15-19,6
Калуш,2021-02-08,2021-02-08 00:00:00,40-49,6
Калуш,2021-02-09,2021-02-09 23:00:00,15-19,6
Калуш,2021-02-08,2021-02-08 06:00:00,15-19,6
Калуш,2021-02-09,2021-02-09 02:00:00,15-19,6
Калуш,2021-02-10,2021-02-10 05:00:00,40-49,6
Калуш,2021-02-06,2021-02-06 17:00:00,15-19,6
Калуш,2021-02-06,2021-02-06 19:00:00,15-19,6
Калуш,2021-02-11,2021-02-11 01:00:00,40-49,6
Калуш,2021-02-11,2021-02-11 00:00:00,15-19,6
Калуш,2021-02-07,2021-02-07 18:00:00,40-49,6
Калуш,2021-02-10,2021-02-10 21:00:00,15-19,6
Калуш,2021-02-07,2021-02-07 07:00:00,50-59,6
Калуш,2021-02-07,2021-02-07 16:00:00,15-19,6
Калуш,2021-02-03,2021-02-03 21:00:00,15-19,6
Калуш,2021-02-03,2021-02-03 18:00:00,15-19,6
Калуш,2021-02-14,2021-02-14 14:00:00,15-19,6
Калуш,2021-02-14,2021-02-14 08:00:00,15-19,6
Калуш,2021-02-12,2021-02-12 22:00:00,15-19,6
Калуш,2021-02-15,2021-02-15 03:00:00,40-49,6
Калуш,2021-02-01,2021-02-01 00:00:00,15-19,6
Калуш,2021-02-02,2021-02-02 03:00:00,40-49,6
Калуш,2021-02-13,2021-02-13 08:00:00,50-59,6
Калуш,2021-02-02,2021-02-02 04:00:00,40-49,6
Калуш,2021-02-02,2021-02-02 05:00:00,40-49,6
Калуш,2021-02-13,2021-02-13 06:00:00,40-49,6
Калуш,2021-02-02,2021-02-02 22:00:00,40-49,6
Калуш,2021-02-03,2021-02-03 05:00:00,40-49,6
Калуш,2021-02-03,2021-02-03 06:00:00,40-49,6
Калуш,2021-02-13,2021-02-13 21:00:00,40-49,6
Калуш,2021-02-01,2021-02-01 21:00:00,40-49,6
Калуш,2021-02-01,2021-02-01 20:00:00,40-49,6
Калуш,2021-02-01,2021-02-01 06:00:00,40-49,6
Калуш,2021-02-01,2021-02-01 04:00:00,40-49,6
Калуш,2021-02-01,2021-02-01 01:00:00,40-49,6
Калуш,2021-02-01,2021-02-01 00:00:00,40-49,6
Драгомирчани,2021-02-07,2021-02-07 03:00:00,40-49,6
Драгомирчани,2021-02-08,2021-02-08 03:00:00,20-29,6
Драгомирчани,2021-02-07,2021-02-07 07:00:00,50-59,6
Драгомирчани,2021-02-07,2021-02-07 08:00:00,40-49,6
Драгомирчани,2021-02-07,2021-02-07 22:00:00,40-49,6
Драгомирчани,2021-02-07,2021-02-07 08:00:00,50-59,6
Бурштин,2021-02-18,2021-02-18 08:00:00,15-19,6
Бурштин,2021-02-18,2021-02-18 10:00:00,15-19,6
Бурштин,2021-02-18,2021-02-18 07:00:00,50-59,6
Бурштин,2021-02-17,2021-02-17 07:00:00,40-49,6
Бурштин,2021-02-17,2021-02-17 18:00:00,15-19,6
Бурштин,2021-02-17,2021-02-17 22:00:00,40-49,6
Бурштин,2021-02-17,2021-02-17 20:00:00,40-49,6
Бурштин,2021-02-20,2021-02-20 11:00:00,15-19,6
Бурштин,2021-02-20,2021-02-20 01:00:00,15-19,6
Бурштин,2021-02-20,2021-02-20 00:00:00,50-59,6
Бурштин,2021-02-19,2021-02-19 22:00:00,15-19,6
Бурштин,2021-02-20,2021-02-20 07:00:00,50-59,6
Бурштин,2021-02-20,2021-02-20 04:00:00,15-19,6
Драгомирчани,2021-02-16,2021-02-16 21:00:00,50-59,6
Драгомирчани,2021-02-17,2021-02-17 03:00:00,40-49,6
Драгомирчани,2021-02-17,2021-02-17 02:00:00,40-49,6
Бурштин,2021-02-19,2021-02-19 00:00:00,50-59,6
Драгомирчани,2021-02-17,2021-02-17 04:00:00,40-49,6
Бурштин,2021-02-19,2021-02-19 13:00:00,15-19,6
Бурштин,2021-02-19,2021-02-19 12:00:00,15-19,6
Богородчани,2021-02-18,2021-02-18 20:00:00,40-49,6
Богородчани,2021-02-18,2021-02-18 19:00:00,15-19,6
Драгомирчани,2021-02-01,2021-02-01 22:00:00,40-49,6
Богородчани,2021-02-18,2021-02-18 23:00:00,50-59,6
Богородчани,2021-02-18,2021-02-18 23:00:00,15-19,6
Бурштин,2021-02-15,2021-02-15 16:00:00,15-19,6
Бурштин,2021-02-17,2021-02-17 01:00:00,50-59,6
Богородчани,2021-02-21,2021-02-21 00:00:00,50-59,6
Бурштин,2021-02-17,2021-02-17 04:00:00,50-59,6
Бурштин,2021-02-17,2021-02-17 03:00:00,50-59,6
Богородчани,2021-02-21,2021-02-21 20:00:00,40-49,6
Бурштин,2021-02-17,2021-02-17 02:00:00,50-59,6
Богородчани,2021-02-21,2021-02-21 19:00:00,40-49,6
Драгомирчани,2021-02-01,2021-02-01 13:00:00,15-19,6
Богородчани,2021-02-19,2021-02-19 22:00:00,50-59,6
Бурштин,2021-02-16,2021-02-16 20:00:00,50-59,6
Драгомирчани,2021-02-16,2021-02-16 04:00:00,40-49,6
Бурштин,2021-02-16,2021-02-16 21:00:00,15-19,6
Драгомирчани,2021-02-16,2021-02-16 05:00:00,20-29,6
Богородчани,2021-02-20,2021-02-20 12:00:00,15-19,6
Богородчани,2021-02-20,2021-02-20 14:00:00,15-19,6
Бурштин,2021-02-20,2021-02-20 09:00:00,40-49,6
Драгомирчани,2021-02-19,2021-02-19 00:00:00,40-49,6
Загвіздя,2021-02-13,2021-02-13 02:00:00,50-59,6
Драгомирчани,2021-02-18,2021-02-18 23:00:00,40-49,6
Загвіздя,2021-02-13,2021-02-13 00:00:00,50-59,6
Загвіздя,2021-02-12,2021-02-12 05:00:00,50-59,6
Загвіздя,2021-02-16,2021-02-16 06:00:00,15-19,6
